2345	APPLICATION	7	Removed flow	158johnmorton@mail.com	INFORMATION	2019-09-09 20:53:43.015099	LOGICAL_DATA_FLOW	UNKNOWN
2346	APPLICATION	2	Added flow	37winters@mail.com	INFORMATION	2020-02-15 20:53:42.999045	LOGICAL_DATA_FLOW	UNKNOWN
2347	APPLICATION	23	Modified the application	54rhodes@mail.com	INFORMATION	2019-07-16 20:53:43.001949	APPLICATION	UNKNOWN
2348	APPLICATION	60	Modified the application	61gross@mail.com	INFORMATION	2020-03-05 20:53:43.002942	APPLICATION	UNKNOWN
3153	APP_GROUP	11	Removed group 11	admin	INFORMATION	2020-07-14 20:12:27.307931	\N	REMOVE
3205	SURVEY_TEMPLATE	3	Survey Template: status changed to DRAFT	admin	INFORMATION	2020-07-16 20:35:18.79332	\N	UPDATE
3207	SURVEY_TEMPLATE	3	Survey Template: status changed to ACTIVE	admin	INFORMATION	2020-07-16 20:35:45.555531	\N	UPDATE
3212	SURVEY_TEMPLATE	3	Survey Template: status changed to DRAFT	admin	INFORMATION	2020-07-20 07:40:45.036944	\N	UPDATE
2349	APPLICATION	53	Removed flow	51chasestephenson@yahoo.com	INFORMATION	2019-10-13 20:53:43.007416	LOGICAL_DATA_FLOW	UNKNOWN
2350	APPLICATION	21	Added flow	106violet.coffey@gmail.com	INFORMATION	2020-03-24 20:53:43.009689	LOGICAL_DATA_FLOW	UNKNOWN
2351	APPLICATION	56	Added Physical flow	11levi.sampson@yahoo.com	INFORMATION	2019-09-26 20:53:42.996447	PHYSICAL_FLOW	UNKNOWN
2352	APPLICATION	86	Updated the application	29caleb.bender@gmail.com	INFORMATION	2020-02-27 20:53:42.997587	APPLICATION	UNKNOWN
2353	APPLICATION	53	Updated the application	64dominicbrown@mail.com	INFORMATION	2019-10-13 20:53:43.003405	APPLICATION	UNKNOWN
2354	APPLICATION	53	Added Physical flow	132aaliyah.patel@gmail.com	INFORMATION	2020-03-09 20:53:43.012961	PHYSICAL_FLOW	UNKNOWN
2355	APPLICATION	48	Removed data from the application	185casey@yahoo.com	INFORMATION	2019-11-22 20:53:43.012764	APPLICATION	UNKNOWN
2356	APPLICATION	9	Added to the application	72schultz@mail.com	INFORMATION	2020-01-21 20:53:43.004525	APPLICATION	UNKNOWN
2357	APPLICATION	8	Enriched the application	103claire.weaver@mail.com	INFORMATION	2020-02-18 20:53:43.009207	APPLICATION	UNKNOWN
2358	APPLICATION	23	Enriched the application	56scott@yahoo.com	INFORMATION	2020-04-13 20:53:43.002254	APPLICATION	UNKNOWN
2359	APPLICATION	6	Enriched the application	152carson.everett@mail.com	INFORMATION	2020-06-30 20:53:43.014628	APPLICATION	UNKNOWN
2360	APPLICATION	88	Updated the application	19tyson@yahoo.com	INFORMATION	2020-05-22 20:53:42.995671	APPLICATION	UNKNOWN
2361	APPLICATION	20	Added to the application	116naomivazquez@yahoo.com	INFORMATION	2020-02-03 20:53:43.011132	APPLICATION	UNKNOWN
2362	APPLICATION	99	Added flow	54rhodes@mail.com	INFORMATION	2019-07-16 20:53:43.001949	LOGICAL_DATA_FLOW	UNKNOWN
2363	APPLICATION	47	Updated the application	150naomi.ruiz@yahoo.com	INFORMATION	2019-11-09 20:53:43.010431	APPLICATION	UNKNOWN
2364	APPLICATION	79	Modified the application	137evanpetersen@mail.com	INFORMATION	2019-09-16 20:53:43.013371	APPLICATION	UNKNOWN
2365	APPLICATION	83	Removed data from the application	131clairewilliams@mail.com	INFORMATION	2020-01-23 20:53:43.01287	APPLICATION	UNKNOWN
2366	APPLICATION	97	Removed data from the application	113koch@mail.com	INFORMATION	2020-04-25 20:53:43.010727	APPLICATION	UNKNOWN
2367	APPLICATION	55	Enriched the application	119ferrell@mail.com	INFORMATION	2020-04-22 20:53:43.011569	APPLICATION	UNKNOWN
2368	APPLICATION	81	Removed data from the application	28rutledge@yahoo.com	INFORMATION	2020-04-18 20:53:42.997396	APPLICATION	UNKNOWN
2369	APPLICATION	74	Removed Physical flow	182easton.bush@mail.com	INFORMATION	2019-11-08 20:53:43.016961	PHYSICAL_FLOW	UNKNOWN
2370	APPLICATION	77	Added Physical flow	154hull@mail.com	INFORMATION	2020-01-25 20:53:43.01478	PHYSICAL_FLOW	UNKNOWN
2371	APPLICATION	14	Removed flow	34andrewanderson@yahoo.com	INFORMATION	2020-02-21 20:53:42.99854	LOGICAL_DATA_FLOW	UNKNOWN
2372	APPLICATION	51	Added Physical flow	173molina@mail.com	INFORMATION	2020-06-21 20:53:43.016383	PHYSICAL_FLOW	UNKNOWN
2373	APPLICATION	32	Updated the application	203delacruz@gmail.com	INFORMATION	2019-11-30 20:53:43.018495	APPLICATION	UNKNOWN
2374	APPLICATION	88	Added flow	115holt@yahoo.com	INFORMATION	2020-03-24 20:53:43.010999	LOGICAL_DATA_FLOW	UNKNOWN
2375	APPLICATION	100	Removed flow	126aubreegrimes@mail.com	INFORMATION	2019-08-31 20:53:43.012341	LOGICAL_DATA_FLOW	UNKNOWN
2376	APPLICATION	35	Added Physical flow	181alvarado@gmail.com	INFORMATION	2020-04-11 20:53:43.016895	PHYSICAL_FLOW	UNKNOWN
2377	APPLICATION	11	Modified the application	13guthrie@mail.com	INFORMATION	2019-08-19 20:53:42.994424	APPLICATION	UNKNOWN
2378	APPLICATION	71	Enriched the application	165weiss@mail.com	INFORMATION	2019-12-11 20:53:43.01566	APPLICATION	UNKNOWN
2379	APPLICATION	45	Removed flow	144bush@mail.com	INFORMATION	2019-10-08 20:53:43.013977	LOGICAL_DATA_FLOW	UNKNOWN
2380	APPLICATION	34	Removed data from the application	145bender@yahoo.com	INFORMATION	2019-12-04 20:53:43.017727	APPLICATION	UNKNOWN
2381	APPLICATION	82	Removed data from the application	84leach@mail.com	INFORMATION	2020-01-04 20:53:43.018117	APPLICATION	UNKNOWN
2382	APPLICATION	37	Enriched the application	7samanthaoneal@yahoo.com	INFORMATION	2019-10-14 20:53:43.018563	APPLICATION	UNKNOWN
2383	APPLICATION	4	Added Physical flow	21spence@gmail.com	INFORMATION	2019-12-21 20:53:42.996066	PHYSICAL_FLOW	UNKNOWN
2384	APPLICATION	70	Removed Physical flow	118thomasmoran@gmail.com	INFORMATION	2020-02-11 20:53:43.01143	PHYSICAL_FLOW	UNKNOWN
2385	APPLICATION	80	Enriched the application	133brayden.solomon@mail.com	INFORMATION	2020-03-24 20:53:43.017323	APPLICATION	UNKNOWN
2386	APPLICATION	82	Enriched the application	78kinney@yahoo.com	INFORMATION	2019-09-05 20:53:43.005331	APPLICATION	UNKNOWN
2387	APPLICATION	33	Updated the application	97averytorres@yahoo.com	INFORMATION	2020-02-03 20:53:43.008234	APPLICATION	UNKNOWN
2388	APPLICATION	75	Added flow	80simmons@yahoo.com	INFORMATION	2019-08-24 20:53:43.005596	LOGICAL_DATA_FLOW	UNKNOWN
2389	APPLICATION	56	Added to the application	88christopher.lyons@yahoo.com	INFORMATION	2020-05-18 20:53:43.006813	APPLICATION	UNKNOWN
2390	APPLICATION	17	Added flow	117evelyn.glover@yahoo.com	INFORMATION	2020-02-04 20:53:43.011275	LOGICAL_DATA_FLOW	UNKNOWN
2391	APPLICATION	15	Removed Physical flow	155mollyshepard@yahoo.com	INFORMATION	2020-06-18 20:53:43.014858	PHYSICAL_FLOW	UNKNOWN
3154	APP_GROUP	12	Created group	admin	INFORMATION	2020-07-14 20:22:28.622336	\N	ADD
3155	APP_GROUP	12	Added application Maltese - 16 to group	admin	INFORMATION	2020-07-14 20:22:28.625968	APPLICATION	ADD
3157	APP_GROUP	12	Added application Purple Emperor - 23 to group	admin	INFORMATION	2020-07-14 20:23:41.596269	APPLICATION	ADD
3159	APP_GROUP	12	Added application Eagle - 88 to group	admin	INFORMATION	2020-07-14 20:23:43.089462	APPLICATION	ADD
3161	APP_GROUP	12	Added application Black Russian Terrier - 63 to group	admin	INFORMATION	2020-07-14 20:23:44.135726	APPLICATION	ADD
3206	SURVEY_TEMPLATE	3	Survey Template: 'conditionalTemplate' updated	admin	INFORMATION	2020-07-16 20:35:41.226444	\N	UPDATE
3213	APP_GROUP	14	Created group	admin	INFORMATION	2020-07-20 12:46:41.830651	\N	ADD
3214	APP_GROUP	14	Added application Killer Whale - 47 to group	admin	INFORMATION	2020-07-20 12:46:41.838694	APPLICATION	ADD
3222	APP_GROUP	14	Added application Hippopotamus - 62 to group	admin	INFORMATION	2020-07-20 12:47:02.000068	APPLICATION	ADD
2392	APPLICATION	15	Added to the application	155mollyshepard@yahoo.com	INFORMATION	2020-06-18 20:53:43.014858	APPLICATION	UNKNOWN
2393	APPLICATION	47	Enriched the application	59pittman@gmail.com	INFORMATION	2020-02-21 20:53:42.99854	APPLICATION	UNKNOWN
2394	APPLICATION	97	Enriched the application	149robertchurch@mail.com	INFORMATION	2020-06-30 20:53:43.014402	APPLICATION	UNKNOWN
2395	APPLICATION	17	Enriched the application	187jaxonstewart@yahoo.com	INFORMATION	2020-03-24 20:53:43.017323	APPLICATION	UNKNOWN
3156	APP_GROUP	12	Added application Earwig - 6 to group	admin	INFORMATION	2020-07-14 20:22:42.626084	APPLICATION	ADD
3158	APP_GROUP	12	Added application Hippopotamus - 62 to group	admin	INFORMATION	2020-07-14 20:23:42.100819	APPLICATION	ADD
3160	APP_GROUP	12	Added application Crab - 42 to group	admin	INFORMATION	2020-07-14 20:23:43.606303	APPLICATION	ADD
3162	APP_GROUP	12	Added application Butterfly Fish - 36 to group	admin	INFORMATION	2020-07-14 20:24:00.576865	APPLICATION	ADD
3163	APP_GROUP	12	Added application Killer Whale - 47 to group	admin	INFORMATION	2020-07-14 20:24:01.190042	APPLICATION	ADD
3164	APP_GROUP	12	Added application Eastern Lowland Gorilla - 24 to group	admin	INFORMATION	2020-07-14 20:24:01.720414	APPLICATION	ADD
3165	APP_GROUP	12	Added application CEO Office to group	admin	INFORMATION	2020-07-14 20:24:10.407843	ORG_UNIT	ADD
3208	SURVEY_TEMPLATE	3	Survey Run: conditionalTemplate (ID: 23) added	admin	INFORMATION	2020-07-17 05:21:32.271018	SURVEY_RUN	ADD
3209	SURVEY_RUN	23	Survey Run: conditionalTemplate added	admin	INFORMATION	2020-07-17 05:21:32.272661	\N	ADD
3210	SURVEY_RUN	23	Survey Run: status changed to ISSUED	admin	INFORMATION	2020-07-17 05:21:32.328545	\N	UPDATE
